ID,tree,x_m,y_m,Habitat-Plot,Habitat,Plot,DBHcyl,DBHcyl_100,DBHqsm,DBHqsm_100,DBHsec,DBHsec_100,TotalVolume,TotalVolume_100,TotalVolume_opt,TotalVolume_opt_100,TotalVolume_std,TotalVolume_std_100,TreeHeight,hull_volume,pc_height,species,dbh_manual,Unnamed..0.1,Unnamed..0,in_plot,habitat2,has_vol,TotalVolume_final,TotalVolume_final_sd,name,genus,classification,family,wd,wd_sd,cf,agc,agc_var,agc_var_p,h_agc,agc_cumsum,h_agc_p,vol_contrib,wd_contrib,cf_contrib,total_var_term,vol_uncertainty,wd_uncertainty,cf_uncertainty,vol_pct,wd_pct,cf_pct,total_pct,girth_manual,agc_manual,residual,residual_p,residual_cumsum,name.1,type,dbh,height,spcode,matchtype,NSG,tariff,mercvol_m.3,stemvol_m.3,stembiomass_t,crownbiomass_t,rootbiomass_t,AGC_WCC_t,p_agc,f_agc,fthp,agc_v,agc_p1,agc_m1,agc_p10,agc_m10,agc_demol,ratio,trunk_height,spring_of_the_crown,TreeHeight,Timber_ratio
294,0786_T0,534193.6507,132346.9925,pearcelands,coppice,,0.572092652,0.572542489,0.582676113,0.569603324,0.563476026,0.544136822,11543.86426,12258.76172,9765,9030,1642,1421,17.64480591,253.1243102,17.85476933,robur,58.88732894,2706,2706,TRUE,coppice,>0.1 m,9.03,1.421,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.466176076,0.721838358,0.292695386,857.3659301,532.9179567,0.62157585,0.024763536,0.060867702,3.94E-05,0.085670589,0.388088173,0.608439687,0.015470325,28.9055278,71.04853982,0.045932381,100,185,1.006819336,1.45935674,1.449472301,69.05269951,robur,any,54.41368222,17.64480591,MX,mixed,0.33,13.74709495,0.985490594,0.985490594,0.325211896,0.332273744,0.34527966,0.65748564,326.9141495,0.381300607,0.079130031,3.347980499,3.415275097,3.281355858,4.051056385,2.711863995,2.580189174,0.174989864,14.81532288,9.943557739,17.64480591,0.839642156
295,0049_T7,534232.8385,131982.5155,pearcelands,coppice,,0.580547929,0.580946267,0.524435282,0.525604427,0.550657034,0.551884651,1184.4729,1112.21106,1170,1071,189.2,168.9,7.490264893,65.39996453,10.47497243,robur,58.88732894,2265,2265,TRUE,coppice,>0.1 m,1.071,0.1689,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,0.292499953,0.085666697,0.292877645,857.3659301,755.379215,0.881046457,0.024870262,0.060867702,3.94E-05,0.085777315,0.046128144,0.072163777,0.001834853,28.99398507,70.9601397,0.045875231,100,185,1.006819336,-0.714319383,-0.709481192,68.33838013,robur,any,55.1884651,7.490264893,MX,mixed,0.33,1.176841918,0.081978319,0.081978319,0.027052845,0.342864871,0.352686113,0.369917717,102.2792151,0.119294704,0.000372286,0.303755075,0.309860528,0.297710359,0.367543668,0.246041596,0.26841281,0.709324896,3.525878906,,7.490264893,0.470728199
296,0019_T2,533090.8772,131235.5692,sssi-plot5,broadleaf,5,0.600692391,0.655835152,0.600692391,0.655835152,0.660669267,0.590653598,14832.12109,14081.77148,15067,14448,332.3,1185,29.42721558,272.3366534,29.10773919,robur,59.8,,,,broadleaf,>0.1 m,14.448,1.185,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,3.945881722,1.026187594,0.260065472,279.0599129,146.6482538,0.525508133,0.006726997,0.060867702,3.94E-05,0.06763405,0.323634402,0.9735035,0.02475252,9.946169155,89.99564929,0.058181554,100,187.8672407,1.046365146,2.899516576,2.771037039,22.75607532,robur,any,59.0653598,29.42721558,MX,mixed,0.33,24.38016576,2.068238585,2.068238585,0.682518733,0.39586125,0.389746865,1.078379984,136.3575408,0.488631776,0.151034657,3.845861435,3.923163176,3.769328833,4.653492451,3.115147352,2.760958803,0.208026186,19.36297607,14.05418396,29.42721558,0.657995522
297,0669_T10,534228.4919,132283.8582,pearcelands,coppice,,0.777225256,0.789029896,0.777225256,0.789029896,0.613839626,0.606716514,6152.805176,6602.885742,5940,5409,348.4,643.7,19.70709229,116.0900658,19.70261593,robur,60.16056849,2663,2663,TRUE,coppice,>0.1 m,5.409,0.6437,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,1.477247663,0.404747876,0.273987826,857.3659301,653.4368072,0.762144592,0.014162276,0.060867702,3.94E-05,0.075069329,0.175800392,0.364457394,0.009266776,18.86559564,81.08198543,0.052418933,100,189,1.062241311,0.415006351,0.390689335,68.75338648,robur,any,60.6716514,19.70709229,MX,mixed,0.33,12.42197416,1.108908855,1.108908855,0.365939922,0.417818937,0.405102034,0.783758859,205.4063706,0.239578415,0.019482134,1.803309083,1.839555502,1.767423034,2.182003736,1.460680127,1.4901368,0.446267605,12.53146362,6.422470093,19.70709229,0.635885976
298,0266_T4,534211.138,132100.4983,pearcelands,coppice,,0.601505876,0.603491962,0.630875826,0.630402923,0.570812345,0.573755801,9989.958984,9741.874023,9433,9319,872.4,508.2,23.28814697,396.7509005,23.10578475,excelsior,60.47887837,2842,2842,TRUE,coppice,>0.1 m,9.319,0.5082,Fraxinus excelsior,Fraxinus,broadleaf,Oleaceae,0.55965,0.141673096,0.488,2.545104635,0.659256388,0.259029188,857.3659301,515.4258587,0.601173712,0.00297393,0.06408284,3.94E-05,0.06709612,0.138794095,0.644282771,0.015965444,4.432342254,95.50900973,0.058648013,100,190,1.076376329,1.468728306,1.364511896,70.22211479,excelsior,any,57.37558007,23.28814697,MX,mixed,0.33,18.57640609,1.484503139,1.484503139,0.489886036,0.372762298,0.3735936,0.862648334,344.4851761,0.401794804,0.091080104,2.660595417,2.714073181,2.607649803,3.219320536,2.155082226,1.923156501,0.329312623,19.46809387,18.55641174,23.28814697,0.835965777
299,0398_T4,534268.3918,132166.4953,pearcelands,coppice,,0.600179493,0.600187063,0.586611748,0.585708916,0.605604827,0.60534519,7510.054688,7971.179688,7741,7723,196.8,530.4,20.38339233,153.1378635,20.69743245,robur,60.47887837,2899,2899,TRUE,coppice,>0.1 m,7.723,0.5304,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.109222352,0.540322159,0.256171265,857.3659301,571.5904926,0.666682069,0.004716664,0.060867702,3.94E-05,0.065623717,0.14485712,0.520374275,0.013231154,7.187438382,92.75259772,0.059963902,100,190,1.076376329,1.032846023,0.959558469,71.25496081,robur,any,60.53451896,20.38339233,MX,mixed,0.33,13.25293157,1.178194382,1.178194382,0.388804146,0.415944364,0.403791132,0.80474851,287.8846599,0.33577805,0.055591289,2.17700243,2.220759869,2.133679867,2.634172678,1.763371706,1.778141012,0.345014811,16.01799011,14.30607605,20.38339233,0.785835343
300,0326_T4,534188.1524,132135.7292,pearcelands,coppice,,0.620106578,0.626659691,0.612818718,0.612976968,0.663540542,0.644744515,9868.922852,9573.212891,8841,8579,583.1,928.4,24.7035675,114.4317629,24.96055467,robur,60.79718826,2858,2858,TRUE,coppice,>0.1 m,8.579,0.9284,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.343003827,0.631386854,0.269477517,857.3659301,547.2630175,0.6383074,0.011711079,0.060867702,3.94E-05,0.072618132,0.253554581,0.578051393,0.014697665,16.12693563,83.81887605,0.054188314,100,191,1.090623755,1.252380071,1.148315416,72.50734088,robur,any,64.47445154,24.7035675,MX,mixed,0.33,15.29846338,1.545939259,1.545939259,0.510159956,0.469802458,0.441454488,0.979962414,312.4459165,0.364425394,0.069920789,2.614532948,2.667084932,2.562503576,3.163584709,2.117771626,2.0845484,0.400177002,18.15560913,15.36605835,24.7035675,0.734938754
301,0510_T2,534245.4844,132219.4295,pearcelands,coppice,,0.600219011,0.598160565,0.600827932,0.593746781,0.577351868,0.574464798,9793.757813,9387.671875,8979,8616,716.4,581.8,19.02548218,208.2021241,20.60153193,robur,60.79718826,2973,2973,TRUE,coppice,>0.1 m,8.616,0.5818,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.353108867,0.602077522,0.255864712,857.3659301,542.5761905,0.632840858,0.004559698,0.060867702,3.94E-05,0.065466751,0.158894933,0.580544446,0.014761054,6.964906129,92.9749862,0.060107675,100,191,1.090623755,1.262485112,1.157580793,73.76982599,robur,any,57.4464798,19.02548218,MX,mixed,0.33,13.59938718,1.087841409,1.087841409,0.358987665,0.373731483,0.374271358,0.732719148,317.1428485,0.369903722,0.072848019,2.56385994,2.615393639,2.512839317,3.102270603,2.076726675,2.086606327,0.300403386,16.17961121,11.05209351,19.02548218,0.850417932
302,0074_T3,534185.4821,132000.538,pearcelands,coppice,,0.578098059,0.578009367,0.586605251,0.584037185,0.544630766,0.555700779,6197.366211,6217.024414,6150,5633,190.7,546.6,23.04527283,93.37332684,23.13582265,excelsior,60.79718826,2276,2276,TRUE,coppice,>0.1 m,5.633,0.5466,Fraxinus excelsior,Fraxinus,broadleaf,Oleaceae,0.55965,0.141673096,0.488,1.538424124,0.417188303,0.271178992,857.3659301,644.4512414,0.75166416,0.009415855,0.06408284,3.94E-05,0.073538046,0.149281489,0.38944574,0.009650536,12.80405906,87.14243048,0.053510453,100,191,1.090623755,0.447800368,0.410591064,74.21762636,excelsior,any,55.5700779,23.04527283,MX,mixed,0.33,19.49589351,1.460612446,1.460612446,0.482002107,0.348081442,0.356334099,0.83008355,214.4531128,0.250130201,0.022539077,1.697926521,1.73205483,1.664137959,2.054491282,1.375320554,1.339131291,0.391164333,18.43243408,16.21122742,23.04527283,0.799835793
303,0162_T0,532884.3096,131460.6149,conifer,conifer,,0.569702447,0.570968866,0.578788638,0.571623862,0.57463634,0.566874146,2870.911865,2863.490967,2976,2854,286.1,221.4,18.10972595,55.42954439,25.62551803,abies,61,,,,conifer,>0.1 m,2.854,0.2214,Picea abies,Picea,conifer,Pinaceae,0.37023,0.059858304,0.508,0.536771301,0.096311561,0.179427553,112.8902465,20.87508197,0.184914841,0.006017932,0.026140001,3.63E-05,0.032194247,0.041640212,0.086784485,0.003234601,18.69257052,81.19463583,0.112793654,100,191.6371519,0.92352624,-0.386754939,-0.418780671,-4.124477722,abies,conifer,56.68741465,18.10972595,XF,genus,0.31,20.79039975,1.622050915,1.622050915,0.502835784,0.311836061,0.173354028,0.814671844,92.55193584,0.819839966,0.518169576,0.538556337,0.549381256,0.527839124,0.65165329,0.436230659,0.505932822,0.771557927,13.80821228,13.65306091,18.10972595,0.762474944
304,0239_T1,534157.4717,132090.434,pearcelands,coppice,,0.571951568,0.585050642,0.57795167,0.59148258,0.576325953,0.538090348,5941.418945,5804.92334,5676,5587,216.7,300.5,24.33413696,102.2194799,24.73456832,robur,61.11549815,2393,2393,TRUE,coppice,>0.1 m,5.587,0.3005,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,1.5258611,0.385411917,0.252586502,857.3659301,645.9771025,0.753443868,0.002892888,0.060867702,3.94E-05,0.063799941,0.082069315,0.376451,0.009571728,4.53431131,95.40401067,0.061678022,100,192,1.104983889,0.420877211,0.380889908,74.63850357,robur,any,53.80903482,24.33413696,MX,mixed,0.33,22.23545937,1.561303787,1.561303787,0.51523025,0.324008334,0.339499599,0.839238584,212.9146887,0.24833584,0.022003522,1.585377932,1.617243767,1.553828955,1.918307424,1.284156084,1.323828525,0.445407122,20.15466309,19.27661133,24.33413696,0.828246472
305,0555_T1,534231.4653,132235.7068,pearcelands,coppice,,0.594294429,0.594212294,0.725774169,0.728106201,0.585708976,0.585126758,5438.63623,5391.400879,5388,5354,163.3,263.2,16.55555725,215.8241816,18.27565138,robur,61.11549815,2578,2578,TRUE,coppice,>0.1 m,5.354,0.2632,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,1.462226657,0.367957681,0.251642028,857.3659301,656.3639916,0.765558752,0.002416657,0.060867702,3.94E-05,0.06332371,0.071882341,0.360751505,0.009172549,3.816354283,96.12150384,0.062141876,100,192,1.104983889,0.357242768,0.323301336,74.99574634,robur,any,58.51267576,16.55555725,MX,mixed,0.33,10.14908915,0.840906332,0.840906332,0.27749909,0.38830617,0.384463542,0.665805259,202.4641652,0.236146735,0.018535933,1.472441196,1.502037287,1.443139672,1.781653881,1.192677379,1.212923176,0.418471873,10.74406433,10.16110229,16.55555725,0.648970262
306,0433_T0,534166.4975,132184.8462,pearcelands,coppice,,0.588778913,0.588551641,0.611571193,0.600552917,0.556643248,0.550521672,7587.219727,7727.450195,7486,7384,565.3,809.5,22.18399048,376.7982973,22.20536418,robur,61.75211792,2926,2926,TRUE,coppice,>0.1 m,7.384,0.8095,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.016638333,0.544587776,0.270047319,857.3659301,583.9579696,0.681107039,0.012018502,0.060867702,3.94E-05,0.072925555,0.221081897,0.49753252,0.012650374,16.48050781,83.46553231,0.05395988,100,194,1.134043468,0.882594865,0.778272517,75.87834121,robur,any,55.05216718,22.18399048,MX,mixed,0.33,18.80996942,1.382563573,1.382563573,0.456245979,0.341001706,0.351383187,0.797247685,275.4245989,0.321245094,0.048949392,2.110437632,2.152857304,2.06843996,2.553629637,1.709454417,1.488732446,0.26786834,16.17311096,8.234222412,22.18399048,0.729044262
307,0265_T1,534206.0362,132103.7857,pearcelands,coppice,,0.607449234,0.607055366,0.621099472,0.627329111,0.604958057,0.606523395,7420.541016,7852.941895,6775,6788,486.9,757.4,23.818573,209.818143,23.82393551,excelsior,61.75211792,2839,2839,TRUE,coppice,>0.1 m,6.788,0.7574,Fraxinus excelsior,Fraxinus,broadleaf,Oleaceae,0.55965,0.141673096,0.488,1.85386525,0.512995439,0.276716681,857.3659301,607.2392054,0.708261413,0.012449931,0.06408284,3.94E-05,0.076572121,0.206852908,0.469298363,0.011629299,16.25909073,83.6895191,0.051390168,100,194,1.134043468,0.719821781,0.634739145,76.59816299,excelsior,any,60.65233946,23.818573,MX,mixed,0.33,16.96928087,1.516604634,1.516604634,0.500479529,0.417554947,0.404917424,0.918034476,251.98059,0.293900867,0.037597546,2.144711018,2.187819481,2.102030993,2.595100403,1.737215757,1.643302306,0.399622589,20.36308289,14.0500946,23.818573,0.854924554
308,0224_T3,534209.0549,132087.2444,pearcelands,coppice,,0.677733362,0.677911699,0.647057295,0.644549429,0.625429332,0.70609349,7165.549805,7809.336914,7284,7365,314.6,719,20.57507324,146.5743202,21.19613795,robur,62.07042781,2828,2828,TRUE,coppice,>0.1 m,7.365,0.719,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.011449258,0.533839839,0.265400599,857.3659301,587.9825068,0.68580111,0.009530425,0.060867702,3.94E-05,0.070437478,0.196365515,0.496252303,0.012617823,13.53033283,86.41380126,0.055865915,100,195,1.148743507,0.862705751,0.750999458,77.46086874,robur,any,70.60934901,20.57507324,MX,mixed,0.33,7.178955163,0.864982069,0.864982069,0.285444083,0.553665286,0.500100371,0.839109369,271.3948726,0.31654497,0.046891724,2.132801771,2.175671101,2.090358973,2.580690145,1.727569342,1.83399757,0.424116731,14.94363403,3.507507324,20.57507324,0.726297975
309,0484_T3,534215.0184,132204.4026,pearcelands,coppice,,0.648728132,0.648998797,0.64748764,0.644594491,0.628345072,0.624803603,6227.588379,6270.456543,6186,6022,176,308.8,22.93754578,192.5804535,25.49235081,sylvatica,62.07042781,2951,2951,TRUE,coppice,>0.1 m,6.022,0.3088,Fagus sylvatica,Fagus,broadleaf,Fagaceae,0.58548,0.138073382,0.488,1.720571153,0.415382879,0.241421506,857.3659301,623.2158036,0.726895928,0.002629499,0.055615494,3.94E-05,0.058284344,0.088228557,0.405761218,0.010793145,4.511502177,95.42098305,0.067514772,100,195,1.148743507,0.571827647,0.497785314,78.03269639,sylvatica,any,62.48036027,22.93754578,MX,mixed,0.33,14.78503826,1.402004637,1.402004637,0.46266153,0.442543627,0.42239219,0.905205157,235.8706976,0.275110882,0.030663821,1.791558862,1.827569246,1.75590682,2.16778636,1.451162696,1.465753244,0.48625204,18.83627319,10.32069397,22.93754578,0.821198282
310,0016_T7,533038.7501,131256.1036,sssi-plot6,broadleaf,6,0.778789759,0.773461521,0.778789759,0.773461521,0.599070787,0.598583579,3864.873047,5491.775879,4358,4770,679.9,579.6,13.17796326,110.8174011,13.43731451,robur,62.3,,,,broadleaf,>0.1 m,4.77,0.5796,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,1.302730884,0.358361342,0.275084706,279.0599129,212.6287629,0.76194664,0.014764543,0.060867702,3.94E-05,0.075671595,0.158294092,0.321401695,0.008172032,19.51134036,80.43665791,0.052001734,100,195.7212223,1.159416178,0.143314706,0.123609372,22.89939003,robur,any,59.8583579,13.17796326,MX,mixed,0.33,5.628902166,0.485091266,0.485091266,0.160080118,0.406701377,0.397327444,0.566781495,67.73388086,0.242721644,0.020369468,1.499854565,1.530001402,1.4700073,1.814823985,1.214882135,1.378093774,0.555533051,11.12141418,0.6690979,13.17796326,0.843940293
311,0392_T1,534200.6958,132160.9866,pearcelands,coppice,,0.762612641,0.762621641,0.748048007,0.74794662,0.732705712,0.732262015,21807.66211,21007.15625,20927,19392,1246,1334,23.014328,398.8140287,23.52675037,robur,62.38873769,3260,3260,TRUE,coppice,>0.1 m,19.392,1.334,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,5.296133606,1.356878211,0.256201658,857.3659301,207.0762106,0.241526055,0.004732237,0.060867702,3.94E-05,0.06563929,0.364327673,1.306629282,0.033222651,7.20945744,92.73059288,0.059949676,100,196,1.163557438,4.132576168,3.551673542,82.16527255,robur,any,73.22620153,23.014328,MX,mixed,0.33,7.727021852,1.002603349,1.002603349,0.330859105,0.589437139,0.525115888,0.920296244,655.5858532,0.76465116,0.441761165,5.737247467,5.852566242,5.623076439,6.942070007,4.647170067,4.274660214,0.20619294,19.19941711,11.95834351,23.014328,0.834237572
312,0596_T4,534189.6439,132257.8362,pearcelands,coppice,,0.671519578,0.634265423,0.671519578,0.660855293,0.646976948,0.634947896,8836.700195,8869,7928,8115,575.8,618.8,22.47961426,128.8009744,22.58448325,robur,62.38873769,3034,3034,TRUE,coppice,>0.1 m,8.115,0.6188,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.216281158,0.57247749,0.258305445,857.3659301,560.8952632,0.654207548,0.00581465,0.060867702,3.94E-05,0.066721703,0.168999973,0.546787161,0.013902734,8.714780262,91.22624261,0.058977124,100,196,1.163557438,1.05272372,0.904745813,83.21799627,robur,any,63.4947896,22.47961426,MX,mixed,0.33,13.62875226,1.334371568,1.334371568,0.440342617,0.456410674,0.432089516,0.896753292,298.6869481,0.34837744,0.061691353,2.422205448,2.470891476,2.374003649,2.930868864,1.961986423,1.942060758,0.368124068,17.84429932,15.57174683,22.47961426,0.793799178
313,0597_T1,534189.6439,132257.8362,pearcelands,coppice,,0.748381197,0.645211041,0.748381197,0.67809701,0.642863631,0.631170213,9548.131836,10595.0332,9190,9147,404.8,698.4,23.16473389,190.820638,23.41730315,robur,62.38873769,3814,3814,TRUE,coppice,>0.1 m,9.147,0.6984,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.498129852,0.645353633,0.258334703,857.3659301,525.4994916,0.612923226,0.005829766,0.060867702,3.94E-05,0.066736819,0.190739465,0.616323125,0.015670771,8.735456458,91.20557978,0.058963766,100,196,1.163557438,1.334572414,1.146975964,84.55256869,robur,any,63.11702132,23.16473389,MX,mixed,0.33,14.60411118,1.413368408,1.413368408,0.466411575,0.451246657,0.428478282,0.917658232,334.3645684,0.389990501,0.084094491,2.893600702,2.951761961,2.836018324,3.501257181,2.343816519,2.338210679,0.355180264,17.58850098,16.39970398,23.16473389,0.759279216
314,0349_T2,534208.8483,132148.4713,pearcelands,coppice,,0.622826695,0.622825682,0.717843235,0.715302348,0.609528482,0.609190643,10892.93945,10613.4541,10506,10070,456,1139,20.49482727,199.9184224,21.13367296,robur,62.70704758,2867,2867,TRUE,coppice,>0.1 m,10.07,1.139,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.750209644,0.746622543,0.271478411,857.3659301,497.1279457,0.579831701,0.012793474,0.060867702,3.94E-05,0.073700527,0.311071379,0.67851469,0.017252068,17.35872853,82.58787898,0.053392483,100,197,1.178485558,1.571724086,1.333681246,86.12429277,robur,any,60.91906428,20.49482727,MX,mixed,0.33,13.13666913,1.182814591,1.182814591,0.390328815,0.421201022,0.407467151,0.811529837,362.9881941,0.423376042,0.104572065,2.898631811,2.956894159,2.840949059,3.507344723,2.347891808,2.212656519,0.247463629,17.01815796,8.737548828,20.49482727,0.830363571
315,0664_T2,534174.0188,132288.7325,pearcelands,coppice,,0.625969231,0.625962555,0.621632576,0.621013343,0.640320003,0.624935746,12268.64355,15389.29297,13274,13155,774.6,865.9,21.55239868,169.8693173,21.82126561,robur,62.70704758,3089,3089,TRUE,coppice,>0.1 m,13.155,0.8659,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,3.592751526,0.917662903,0.255420642,857.3659301,409.3954639,0.47750377,0.004332652,0.060867702,3.94E-05,0.065239705,0.236485256,0.886381405,0.022537334,6.64112705,93.29855609,0.06031686,100,197,1.178485558,2.414265968,2.048617357,88.53855874,robur,any,62.49357462,21.55239868,MX,mixed,0.33,13.29067948,1.260006052,1.260006052,0.415801997,0.442724265,0.422518511,0.858526262,451.5632177,0.526686683,0.182061525,4.202957153,4.287436485,4.119318008,5.085578442,3.404395103,3.51924805,0.190093234,15.99130249,12.17564392,21.55239868,0.741973213
316,0781_T0,534145.1487,132349.5308,pearcelands,coppice,,0.575582206,0.575880229,0.573541462,0.575581312,0.568483233,0.575296938,9124.168945,9339.620117,9031,8582,660.9,840.7,17.22364807,161.1075254,18.5246764,robur,63.34366735,2704,2704,TRUE,coppice,>0.1 m,8.582,0.8407,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.343823154,0.622343003,0.265524727,857.3659301,544.9200137,0.635574606,0.009596328,0.060867702,3.94E-05,0.070503381,0.229602904,0.578253532,0.014702805,13.61115978,86.33302653,0.055813695,100,199,1.208685534,1.13513762,0.939150497,89.67369636,robur,any,57.5296938,17.22364807,MX,mixed,0.33,11.46836511,0.919093747,0.919093747,0.303300937,0.374869002,0.375066833,0.678169938,314.7897396,0.367159142,0.071374007,2.550735712,2.602005243,2.49997592,3.086390257,2.066095829,2.086014426,0.235894457,12.38955688,6.390228271,17.22364807,0.719334071
317,0164_T0,532901.8019,131468.7722,conifer,conifer,,0.62239784,0.622438431,0.626529276,0.624760687,0.623013735,0.583534062,2802.711426,3130.028564,2742,2671,85.23,192.6,12.85800171,75.45521682,24.22894926,abies,63.5,,,,conifer,>0.1 m,2.671,0.1926,Picea abies,Picea,conifer,Pinaceae,0.37023,0.059858304,0.508,0.50235324,0.088982986,0.177132303,112.8902465,26.58076906,0.235456737,0.005199538,0.026140001,3.63E-05,0.031375853,0.036223599,0.081219818,0.003027197,16.57178347,83.31248081,0.115735714,100,199.4911335,0.99960744,-0.4972542,-0.497449479,-4.621731922,abies,conifer,58.35340619,12.85800171,XF,genus,0.31,10.03172697,0.826549768,0.826549768,0.256230428,0.331380802,0.180876368,0.58761123,86.81183068,0.768993189,0.447551887,0.58868587,0.600518465,0.576971054,0.712309957,0.476835489,0.565601107,0.747668087,11.43757629,2.838439941,12.85800171,0.889529847
318,0151_T15,534263.0515,132040.0703,pearcelands,coppice,,0.616146803,0.616147637,0.633654952,0.633729696,0.592847884,0.594435215,12065.45605,13023.14648,12396,11952,1372,1284,22.66418457,104.8545365,22.99714357,excelsior,63.66197724,2784,2784,TRUE,coppice,>0.1 m,11.952,1.284,Fraxinus excelsior,Fraxinus,broadleaf,Oleaceae,0.55965,0.141673096,0.488,3.264201158,0.897882806,0.275069692,857.3659301,439.9413372,0.51313135,0.011541144,0.06408284,3.94E-05,0.075663335,0.350672213,0.826319098,0.020476337,15.25328543,84.69470716,0.052007411,100,200,1.223957977,2.040243181,1.666922574,91.71393954,excelsior,any,59.4435215,22.66418457,MX,mixed,0.33,16.49202413,1.414996951,1.414996951,0.466948994,0.401030646,0.39336186,0.86797964,420.6887941,0.490675894,0.152627654,3.556741238,3.628231287,3.485961914,4.303656578,2.880959988,2.951789832,0.195589498,17.49835205,11.78927612,22.66418457,0.772070665
319,0063_T7,534221.347,131990.3244,pearcelands,coppice,,0.603413761,0.603325605,0.646098673,0.646066248,0.632776022,0.631864727,9552.662109,11074.18262,9098,8399,496,991.7,22.20027161,197.178575,23.21942229,robur,63.66197724,2721,2721,TRUE,coppice,>0.1 m,8.399,0.9917,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,2.293844171,0.627559978,0.273584399,857.3659301,556.4542345,0.649027696,0.01394137,0.060867702,3.94E-05,0.074848423,0.270842394,0.565923027,0.014389287,18.62613764,81.32128871,0.052573641,100,200,1.223957977,1.069886194,0.874120038,92.78382574,robur,any,63.18647265,22.20027161,MX,mixed,0.33,13.53449957,1.31213718,1.31213718,0.433005269,0.452196043,0.429142194,0.885201312,303.2055398,0.353647759,0.064337186,3.024461269,3.085252762,2.964274645,3.659598351,2.449813366,2.521360851,0.443342566,19.6190033,15.39080811,22.20027161,0.883728075
320,0373_T2,534237.0492,132155.4324,pearcelands,coppice,,0.649758279,0.649683595,0.644677043,0.650905967,0.60544908,0.606437564,7522.377441,8397.302734,7137,7034,688.6,1137,23.77894592,163.8823242,23.85245809,robur,63.66197724,3254,3254,TRUE,coppice,>0.1 m,7.034,1.137,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,1.921050113,0.56674448,0.295018061,857.3659301,599.7390385,0.699513495,0.026128604,0.060867702,3.94E-05,0.087035657,0.31052516,0.473949586,0.012050749,30.02057398,69.93421404,0.045211978,100,200,1.223957977,0.697092136,0.569539272,93.48091787,robur,any,60.64375639,23.77894592,MX,mixed,0.33,16.9313791,1.512767967,1.512767967,0.499213429,0.417437618,0.404835375,0.916651047,259.5479417,0.302727147,0.041098296,2.293380737,2.339477777,2.247742414,2.774991035,1.85763824,1.909420935,0.342807442,16.26387024,10.92440796,23.77894592,0.683960942
321,0575_T3,534208.7995,132244.8168,pearcelands,coppice,,0.627641261,0.627258539,0.620917201,0.623345792,0.673383653,0.612045228,12465.8252,13670.60938,12711,12857,935.2,987.6,19.90455627,180.7465101,20.93010927,robur,63.66197724,3017,3017,TRUE,coppice,>0.1 m,12.857,0.9876,Quercus robur,Quercus,broadleaf,Fagaceae,0.55965,0.138073382,0.488,3.511364984,0.907587475,0.258471415,857.3659301,412.9068289,0.481599297,0.005900419,0.060867702,3.94E-05,0.066807472,0.269722646,0.866302222,0.022026796,8.831975081,91.10912351,0.058901408,100,200,1.223957977,2.287407007,1.868860737,95.76832488,robur,any,61.20452285,19.90455627,MX,mixed,0.33,12.31321866,1.118698946,1.118698946,0.369170652,0.425103184,0.410195961,0.794273836,447.9704662,0.52249623,0.178503064,3.733569145,3.808614254,3.659271479,4.517619133,3.024190903,2.960676892,0.23306258,15.38072205,13.09162903,19.90455627,0.772723684
